Seccion,Municipio,Nominal_2009,Nominal_2015,Nominal_2021,Proyeccion_Nominal_2027,Morena_2009,Oposicion_2009,Morena_2015,Oposicion_2015,Morena_2021,Oposicion_2021,Participacion_2021_Pct,Votos_Esperados_Totales_2027,Votos_Necesarios_50_Mas_1_2027,Clasificacion,Coordinador_Estatal,Coordinador_Distrital_Federal,Coordinador_Municipal,Coordinadores_De_Brigada_Requeridos,Brigadistas_Requeridos,Coordinadores_Seccionales_Requeridos,Protagonistas_Movilizadores_Requeridos,Votos_Nivel_1_Requeridos
429,Hermosillo,2935,3169,3375,3619,217,1255,470,1110,939,768,52.1%,1886,944,Segura (Crecimiento Alto),Coordinador Estatal 1,Coordinador Distrito Federal 5,Coordinador Municipal Hermosillo (Zona Sur),1,2,10,95,944
430,Hermosillo,1613,1742,1854,1987,76,560,248,620,474,355,46.1%,915,458,Segura (Crecimiento Alto),Coordinador Estatal 1,Coordinador Distrito Federal 3,Coordinador Municipal Hermosillo (Zona Este),1,1,5,46,458
431,Hermosillo,1697,1832,1951,2091,124,735,261,614,469,379,44.8%,936,469,Segura (Crecimiento Alto),Coordinador Estatal 1,Coordinador Distrito Federal 5,Coordinador Municipal Hermosillo (Zona Oeste),1,1,5,47,469
432,Hermosillo,2889,3120,3322,3562,178,1207,655,1312,744,930,51.9%,1849,925,Competida (Swing),Coordinador Estatal 1,Coordinador Distrito Federal 3,Coordinador Municipal Hermosillo (Zona Norte),1,2,10,93,925
433,Hermosillo,1315,1420,1512,1621,39,579,159,673,359,308,45.4%,736,369,Segura (Crecimiento Alto),Coordinador Estatal 1,Coordinador Distrito Federal 5,Coordinador Municipal Hermosillo (Zona Sur),1,1,4,37,369
434,Hermosillo,1982,2140,2279,2443,148,827,264,610,620,530,52.0%,1270,636,Segura (Crecimiento Alto),Coordinador Estatal 1,Coordinador Distrito Federal 3,Coordinador Municipal Hermosillo (Zona Este),1,2,7,64,636
435,Hermosillo,1289,1392,1482,1589,79,564,206,498,379,403,54.4%,864,433,Competida (Swing),Coordinador Estatal 1,Coordinador Distrito Federal 5,Coordinador Municipal Hermosillo (Zona Oeste),1,1,5,44,433
436,Hermosillo,2065,2230,2374,2545,120,909,314,683,615,845,63.4%,1613,807,Competida (Swing),Coordinador Estatal 1,Coordinador Distrito Federal 3,Coordinador Municipal Hermosillo (Zona Norte),1,2,9,81,807
437,Hermosillo,2674,2887,3075,3297,157,1120,371,885,880,788,55.9%,1843,922,Segura (Crecimiento Alto),Coordinador Estatal 1,Coordinador Distrito Federal 5,Coordinador Municipal Hermosillo (Zona Sur),1,2,10,93,922
438,Hermosillo,1352,1460,1554,1666,119,733,137,599,400,334,48.6%,810,406,Segura (Crecimiento Alto),Coordinador Estatal 1,Coordinador Distrito Federal 3,Coordinador Municipal Hermosillo (Zona Este),1,1,5,41,406
439,Hermosillo,2154,2326,2477,2656,88,1174,289,737,758,771,63.6%,1689,845,Competida (Swing),Coordinador Estatal 1,Coordinador Distrito Federal 5,Coordinador Municipal Hermosillo (Zona Oeste),1,2,9,85,845
440,Hermosillo,1008,1088,1159,1242,51,361,154,395,327,360,61.1%,758,380,Competida (Swing),Coordinador Estatal 1,Coordinador Distrito Federal 3,Coordinador Municipal Hermosillo (Zona Norte),1,1,4,38,380
441,Hermosillo,1228,1326,1412,1514,74,547,159,542,280,313,43.3%,655,328,Competida (Swing),Coordinador Estatal 1,Coordinador Distrito Federal 5,Coordinador Municipal Hermosillo (Zona Sur),1,1,4,33,328
442,Hermosillo,2000,2160,2300,2466,117,777,217,1111,440,516,42.8%,1056,529,Competida (Swing),Coordinador Estatal 1,Coordinador Distrito Federal 3,Coordinador Municipal Hermosillo (Zona Este),1,2,6,53,529
443,Hermosillo,1016,1097,1168,1252,53,389,160,435,315,298,54.0%,676,339,Segura (Crecimiento Alto),Coordinador Estatal 1,Coordinador Distrito Federal 5,Coordinador Municipal Hermosillo (Zona Oeste),1,1,4,34,339
444,Hermosillo,1765,1906,2029,2175,60,829,259,641,451,591,52.9%,1151,576,Competida (Swing),Coordinador Estatal 1,Coordinador Distrito Federal 3,Coordinador Municipal Hermosillo (Zona Norte),1,2,6,58,576
445,Hermosillo,2756,2976,3169,3398,140,1076,437,1401,718,775,48.6%,1650,826,Competida (Swing),Coordinador Estatal 1,Coordinador Distrito Federal 5,Coordinador Municipal Hermosillo (Zona Sur),1,2,9,83,826
446,Hermosillo,2453,2649,2820,3023,142,1095,344,1227,511,714,44.8%,1352,677,Competida (Swing),Coordinador Estatal 1,Coordinador Distrito Federal 3,Coordinador Municipal Hermosillo (Zona Este),1,2,7,68,677
447,Hermosillo,2183,2357,2510,2691,101,1052,213,777,583,560,46.9%,1262,632,Segura (Crecimiento Alto),Coordinador Estatal 1,Coordinador Distrito Federal 5,Coordinador Municipal Hermosillo (Zona Oeste),1,2,7,64,632
448,Hermosillo,1648,1779,1895,2032,56,957,149,591,365,488,46.4%,942,472,Competida (Swing),Coordinador Estatal 1,Coordinador Distrito Federal 3,Coordinador Municipal Hermosillo (Zona Norte),1,1,5,48,472
449,Hermosillo,1280,1382,1472,1578,75,619,186,539,384,280,46.5%,733,367,Segura (Crecimiento Alto),Coordinador Estatal 1,Coordinador Distrito Federal 5,Coordinador Municipal Hermosillo (Zona Sur),1,1,4,37,367
450,Hermosillo,894,965,1028,1102,49,372,87,409,309,192,50.2%,553,277,Segura (Crecimiento Alto),Coordinador Estatal 1,Coordinador Distrito Federal 3,Coordinador Municipal Hermosillo (Zona Este),1,1,3,28,277
451,Hermosillo,665,718,764,818,38,373,75,263,205,165,49.9%,407,204,Segura (Crecimiento Alto),Coordinador Estatal 1,Coordinador Distrito Federal 5,Coordinador Municipal Hermosillo (Zona Oeste),1,1,3,21,204
452,Hermosillo,1897,2048,2181,2338,94,1031,142,748,491,547,49.1%,1147,574,Competida (Swing),Coordinador Estatal 1,Coordinador Distrito Federal 3,Coordinador Municipal Hermosillo (Zona Norte),1,2,6,58,574
453,Hermosillo,1471,1588,1691,1813,50,568,182,541,588,403,60.4%,1094,548,Segura (Crecimiento Alto),Coordinador Estatal 1,Coordinador Distrito Federal 5,Coordinador Municipal Hermosillo (Zona Sur),1,2,6,55,548
454,Hermosillo,1741,1880,2002,2146,54,669,144,702,377,419,41.0%,878,440,Competida (Swing),Coordinador Estatal 1,Coordinador Distrito Federal 3,Coordinador Municipal Hermosillo (Zona Este),1,1,5,44,440
455,Hermosillo,602,650,692,741,32,284,94,199,181,220,59.7%,442,222,Competida (Swing),Coordinador Estatal 1,Coordinador Distrito Federal 5,Coordinador Municipal Hermosillo (Zona Oeste),1,1,3,23,222
456,Hermosillo,2340,2527,2691,2885,74,1128,443,787,588,607,45.7%,1319,660,Competida (Swing),Coordinador Estatal 1,Coordinador Distrito Federal 3,Coordinador Municipal Hermosillo (Zona Norte),1,2,7,66,660
457,Hermosillo,1248,1347,1435,1538,50,538,194,458,449,354,57.6%,886,444,Segura (Crecimiento Alto),Coordinador Estatal 1,Coordinador Distrito Federal 5,Coordinador Municipal Hermosillo (Zona Sur),1,1,5,45,444
458,Hermosillo,791,854,909,974,18,326,87,320,256,185,49.9%,486,244,Segura (Crecimiento Alto),Coordinador Estatal 1,Coordinador Distrito Federal 3,Coordinador Municipal Hermosillo (Zona Este),1,1,3,25,244
459,Hermosillo,1113,1202,1279,1371,50,457,236,468,294,400,55.9%,766,384,Competida (Swing),Coordinador Estatal 1,Coordinador Distrito Federal 5,Coordinador Municipal Hermosillo (Zona Oeste),1,1,4,39,384
460,Hermosillo,1721,1858,1979,2122,45,730,159,580,631,544,61.2%,1298,650,Segura (Crecimiento Alto),Coordinador Estatal 1,Coordinador Distrito Federal 3,Coordinador Municipal Hermosillo (Zona Norte),1,2,7,65,650
461,Hermosillo,1781,1923,2048,2196,108,696,216,898,528,365,44.9%,986,494,Segura (Crecimiento Alto),Coordinador Estatal 1,Coordinador Distrito Federal 5,Coordinador Municipal Hermosillo (Zona Sur),1,1,5,50,494
462,Hermosillo,2927,3161,3366,3609,220,1205,329,1074,1058,687,53.4%,1927,964,Segura (Crecimiento Alto),Coordinador Estatal 1,Coordinador Distrito Federal 3,Coordinador Municipal Hermosillo (Zona Este),1,2,10,97,964
463,Hermosillo,1335,1441,1535,1646,79,568,243,563,486,343,55.6%,915,458,Segura (Crecimiento Alto),Coordinador Estatal 1,Coordinador Distrito Federal 5,Coordinador Municipal Hermosillo (Zona Oeste),1,1,5,46,458
464,Hermosillo,1613,1742,1854,1987,62,706,274,571,409,310,40.0%,794,398,Segura (Crecimiento Alto),Coordinador Estatal 1,Coordinador Distrito Federal 3,Coordinador Municipal Hermosillo (Zona Norte),1,1,4,40,398
465,Hermosillo,1285,1387,1477,1583,107,646,125,628,400,376,54.2%,857,429,Segura (Crecimiento Alto),Coordinador Estatal 1,Coordinador Distrito Federal 5,Coordinador Municipal Hermosillo (Zona Sur),1,1,5,43,429
466,Hermosillo,716,773,823,882,23,262,128,331,292,221,64.2%,565,283,Segura (Crecimiento Alto),Coordinador Estatal 1,Coordinador Distrito Federal 3,Coordinador Municipal Hermosillo (Zona Este),1,1,3,29,283
467,Hermosillo,1534,1656,1764,1891,63,825,240,481,664,430,63.9%,1208,605,Segura (Crecimiento Alto),Coordinador Estatal 1,Coordinador Distrito Federal 5,Coordinador Municipal Hermosillo (Zona Oeste),1,2,7,61,605
468,Hermosillo,1339,1446,1539,1649,54,540,261,488,358,299,44.0%,725,363,Segura (Crecimiento Alto),Coordinador Estatal 1,Coordinador Distrito Federal 3,Coordinador Municipal Hermosillo (Zona Norte),1,1,4,37,363
469,Hermosillo,1587,1713,1825,1957,111,776,304,621,635,466,62.2%,1217,609,Segura (Crecimiento Alto),Coordinador Estatal 1,Coordinador Distrito Federal 5,Coordinador Municipal Hermosillo (Zona Sur),1,2,7,61,609
470,Hermosillo,669,722,769,824,44,280,87,193,243,178,56.3%,463,232,Segura (Crecimiento Alto),Coordinador Estatal 1,Coordinador Distrito Federal 3,Coordinador Municipal Hermosillo (Zona Este),1,1,3,24,232
471,Hermosillo,774,835,890,954,24,397,113,326,228,296,60.7%,578,290,Competida (Swing),Coordinador Estatal 1,Coordinador Distrito Federal 5,Coordinador Municipal Hermosillo (Zona Oeste),1,1,3,29,290
472,Hermosillo,1133,1223,1302,1395,76,597,238,525,425,367,62.7%,874,438,Segura (Crecimiento Alto),Coordinador Estatal 1,Coordinador Distrito Federal 3,Coordinador Municipal Hermosillo (Zona Norte),1,1,5,44,438
473,Hermosillo,1877,2027,2158,2313,115,703,439,818,543,661,57.5%,1330,666,Competida (Swing),Coordinador Estatal 1,Coordinador Distrito Federal 5,Coordinador Municipal Hermosillo (Zona Sur),1,2,7,67,666
474,Hermosillo,785,847,902,966,60,347,104,258,224,146,42.2%,408,205,Segura (Crecimiento Alto),Coordinador Estatal 1,Coordinador Distrito Federal 3,Coordinador Municipal Hermosillo (Zona Este),1,1,3,21,205
475,Hermosillo,765,826,879,942,57,356,159,340,263,282,63.8%,601,301,Competida (Swing),Coordinador Estatal 1,Coordinador Distrito Federal 5,Coordinador Municipal Hermosillo (Zona Oeste),1,1,4,31,301
476,Hermosillo,2539,2742,2919,3129,128,858,482,1019,704,749,51.3%,1604,803,Competida (Swing),Coordinador Estatal 1,Coordinador Distrito Federal 3,Coordinador Municipal Hermosillo (Zona Norte),1,2,9,81,803
477,Hermosillo,2197,2372,2526,2708,119,1037,249,1147,478,617,44.7%,1209,605,Competida (Swing),Coordinador Estatal 1,Coordinador Distrito Federal 5,Coordinador Municipal Hermosillo (Zona Sur),1,2,7,61,605
478,Hermosillo,1838,1985,2113,2265,149,997,338,870,688,517,58.8%,1331,666,Segura (Crecimiento Alto),Coordinador Estatal 1,Coordinador Distrito Federal 3,Coordinador Municipal Hermosillo (Zona Este),1,2,7,67,666
479,Hermosillo,2196,2371,2525,2707,203,1158,255,1069,687,804,60.9%,1647,824,Competida (Swing),Coordinador Estatal 1,Coordinador Distrito Federal 5,Coordinador Municipal Hermosillo (Zona Oeste),1,2,9,83,824
480,Hermosillo,2109,2277,2425,2600,106,796,327,608,456,590,44.5%,1155,578,Competida (Swing),Coordinador Estatal 1,Coordinador Distrito Federal 3,Coordinador Municipal Hermosillo (Zona Norte),1,2,6,58,578
481,Hermosillo,2438,2633,2803,3005,197,1275,367,1264,640,545,43.6%,1308,655,Segura (Crecimiento Alto),Coordinador Estatal 1,Coordinador Distrito Federal 5,Coordinador Municipal Hermosillo (Zona Sur),1,2,7,66,655
482,Hermosillo,2634,2844,3029,3248,194,1248,321,1094,868,538,47.8%,1553,777,Segura (Crecimiento Alto),Coordinador Estatal 1,Coordinador Distrito Federal 3,Coordinador Municipal Hermosillo (Zona Este),1,2,8,78,777
483,Hermosillo,2669,2882,3069,3291,100,1471,224,1025,762,522,43.1%,1418,710,Segura (Crecimiento Alto),Coordinador Estatal 1,Coordinador Distrito Federal 5,Coordinador Municipal Hermosillo (Zona Oeste),1,2,8,71,710
484,Hermosillo,2842,3069,3268,3504,197,1533,549,1201,925,1025,61.5%,2155,1078,Competida (Swing),Coordinador Estatal 1,Coordinador Distrito Federal 3,Coordinador Municipal Hermosillo (Zona Norte),1,3,11,108,1078
485,Hermosillo,1073,1158,1233,1321,42,557,139,545,355,352,59.0%,779,390,Segura (Crecimiento Alto),Coordinador Estatal 1,Coordinador Distrito Federal 5,Coordinador Municipal Hermosillo (Zona Sur),1,1,4,39,390
486,Hermosillo,1206,1302,1386,1485,73,422,100,461,361,370,54.3%,806,404,Competida (Swing),Coordinador Estatal 1,Coordinador Distrito Federal 3,Coordinador Municipal Hermosillo (Zona Este),1,1,5,41,404
487,Hermosillo,2969,3206,3414,3661,160,1680,383,973,882,566,43.7%,1599,800,Segura (Crecimiento Alto),Coordinador Estatal 1,Coordinador Distrito Federal 5,Coordinador Municipal Hermosillo (Zona Oeste),1,2,8,80,800
488,Hermosillo,959,1035,1102,1181,41,436,172,309,240,319,52.3%,617,309,Competida (Swing),Coordinador Estatal 1,Coordinador Distrito Federal 3,Coordinador Municipal Hermosillo (Zona Norte),1,1,4,31,309
489,Hermosillo,1235,1333,1420,1522,34,501,187,370,343,381,52.5%,799,400,Competida (Swing),Coordinador Estatal 1,Coordinador Distrito Federal 5,Coordinador Municipal Hermosillo (Zona Sur),1,1,4,40,400
490,Hermosillo,2439,2634,2804,3006,182,1209,340,1232,837,856,62.2%,1870,936,Competida (Swing),Coordinador Estatal 1,Coordinador Distrito Federal 3,Coordinador Municipal Hermosillo (Zona Este),1,2,10,94,936
491,Hermosillo,2530,2732,2909,3119,113,1381,385,1181,714,923,58.0%,1808,905,Competida (Swing),Coordinador Estatal 1,Coordinador Distrito Federal 5,Coordinador Municipal Hermosillo (Zona Oeste),1,2,10,91,905
492,Hermosillo,929,1003,1068,1145,25,376,125,404,298,213,49.3%,563,282,Segura (Crecimiento Alto),Coordinador Estatal 1,Coordinador Distrito Federal 3,Coordinador Municipal Hermosillo (Zona Norte),1,1,3,29,282
493,Hermosillo,1533,1655,1762,1889,74,574,247,455,379,346,42.4%,800,401,Segura (Crecimiento Alto),Coordinador Estatal 1,Coordinador Distrito Federal 5,Coordinador Municipal Hermosillo (Zona Sur),1,1,5,41,401
494,Hermosillo,2943,3178,3384,3628,210,1156,277,1337,819,975,54.6%,1982,992,Competida (Swing),Coordinador Estatal 1,Coordinador Distrito Federal 3,Coordinador Municipal Hermosillo (Zona Este),1,2,10,100,992
495,Hermosillo,1170,1263,1345,1442,69,420,140,505,391,444,63.9%,922,462,Competida (Swing),Coordinador Estatal 1,Coordinador Distrito Federal 5,Coordinador Municipal Hermosillo (Zona Oeste),1,1,5,47,462
496,Hermosillo,2349,2536,2701,2896,115,1286,362,1169,689,496,45.2%,1309,655,Segura (Crecimiento Alto),Coordinador Estatal 1,Coordinador Distrito Federal 3,Coordinador Municipal Hermosillo (Zona Norte),1,2,7,66,655
497,Hermosillo,1574,1699,1810,1940,87,816,171,785,441,444,50.4%,977,489,Competida (Swing),Coordinador Estatal 1,Coordinador Distrito Federal 5,Coordinador Municipal Hermosillo (Zona Sur),1,1,5,49,489
498,Hermosillo,2474,2671,2845,3050,121,1184,417,861,717,1004,62.4%,1901,951,Competida (Swing),Coordinador Estatal 1,Coordinador Distrito Federal 3,Coordinador Municipal Hermosillo (Zona Este),1,2,10,96,951
499,Hermosillo,965,1042,1109,1188,61,348,113,315,288,288,53.5%,635,318,Competida (Swing),Coordinador Estatal 1,Coordinador Distrito Federal 5,Coordinador Municipal Hermosillo (Zona Oeste),1,1,4,32,318
500,Hermosillo,2390,2581,2748,2946,73,1141,272,1096,685,550,46.3%,1364,683,Segura (Crecimiento Alto),Coordinador Estatal 1,Coordinador Distrito Federal 3,Coordinador Municipal Hermosillo (Zona Norte),1,2,7,69,683
501,Cajeme,1658,1790,1906,2043,70,775,235,876,445,452,48.5%,990,496,Competida (Swing),Coordinador Estatal 2,Coordinador Distrito Federal 6,Coordinador Municipal Cajeme (Zona Centro),1,1,5,50,496
502,Cajeme,2570,2775,2955,3168,143,1409,395,823,698,522,42.5%,1347,674,Segura (Crecimiento Alto),Coordinador Estatal 2,Coordinador Distrito Federal 6,Coordinador Municipal Cajeme (Zona Valle),1,2,7,68,674
503,Cajeme,1200,1296,1380,1479,43,633,152,482,317,427,55.6%,822,412,Competida (Swing),Coordinador Estatal 2,Coordinador Distrito Federal 6,Coordinador Municipal Cajeme (Zona Periferia),1,1,5,42,412
504,Cajeme,2396,2587,2755,2954,157,989,249,1316,563,703,47.4%,1399,700,Competida (Swing),Coordinador Estatal 2,Coordinador Distrito Federal 6,Coordinador Municipal Cajeme (Zona Centro),1,2,7,70,700
505,Cajeme,1112,1200,1278,1370,49,408,152,471,387,394,63.0%,862,432,Competida (Swing),Coordinador Estatal 2,Coordinador Distrito Federal 6,Coordinador Municipal Cajeme (Zona Valle),1,1,5,44,432
506,Cajeme,2508,2708,2884,3092,98,1232,361,856,684,872,55.6%,1719,860,Competida (Swing),Coordinador Estatal 2,Coordinador Distrito Federal 6,Coordinador Municipal Cajeme (Zona Periferia),1,2,9,86,860
507,Cajeme,2474,2671,2845,3050,123,1412,300,957,582,712,46.9%,1429,715,Competida (Swing),Coordinador Estatal 2,Coordinador Distrito Federal 6,Coordinador Municipal Cajeme (Zona Centro),1,2,8,72,715
508,Cajeme,2719,2936,3126,3351,162,1031,381,831,759,657,46.7%,1564,783,Segura (Crecimiento Alto),Coordinador Estatal 2,Coordinador Distrito Federal 6,Coordinador Municipal Cajeme (Zona Valle),1,2,8,79,783
509,Cajeme,2222,2399,2555,2739,102,985,219,1075,769,535,52.6%,1440,721,Segura (Crecimiento Alto),Coordinador Estatal 2,Coordinador Distrito Federal 6,Coordinador Municipal Cajeme (Zona Periferia),1,2,8,73,721
510,Cajeme,2758,2978,3171,3400,89,1579,256,1113,742,1047,58.2%,1977,989,Competida (Swing),Coordinador Estatal 2,Coordinador Distrito Federal 6,Coordinador Municipal Cajeme (Zona Centro),1,2,10,99,989
511,Cajeme,944,1019,1085,1163,47,443,148,475,201,284,46.0%,534,268,Competida (Swing),Coordinador Estatal 2,Coordinador Distrito Federal 6,Coordinador Municipal Cajeme (Zona Valle),1,1,3,27,268
512,Cajeme,577,623,663,710,31,228,61,275,205,162,57.0%,404,203,Segura (Crecimiento Alto),Coordinador Estatal 2,Coordinador Distrito Federal 6,Coordinador Municipal Cajeme (Zona Periferia),1,1,3,21,203
513,Cajeme,567,612,652,699,24,242,53,225,159,178,53.2%,372,187,Competida (Swing),Coordinador Estatal 2,Coordinador Distrito Federal 6,Coordinador Municipal Cajeme (Zona Centro),1,1,2,19,187
514,Cajeme,1966,2123,2260,2423,106,705,268,694,579,800,62.9%,1523,762,Competida (Swing),Coordinador Estatal 2,Coordinador Distrito Federal 6,Coordinador Municipal Cajeme (Zona Valle),1,2,8,77,762
515,Cajeme,1174,1267,1350,1447,37,597,214,433,394,267,50.4%,729,365,Segura (Crecimiento Alto),Coordinador Estatal 2,Coordinador Distrito Federal 6,Coordinador Municipal Cajeme (Zona Periferia),1,1,4,37,365
516,Cajeme,1475,1593,1696,1818,46,633,141,758,297,380,41.1%,747,374,Competida (Swing),Coordinador Estatal 2,Coordinador Distrito Federal 6,Coordinador Municipal Cajeme (Zona Centro),1,1,4,38,374
517,Cajeme,2269,2450,2609,2797,129,1259,174,921,663,745,55.6%,1555,778,Competida (Swing),Coordinador Estatal 2,Coordinador Distrito Federal 6,Coordinador Municipal Cajeme (Zona Valle),1,2,8,78,778
518,Cajeme,2022,2183,2325,2493,71,1020,366,843,713,716,63.4%,1579,790,Competida (Swing),Coordinador Estatal 2,Coordinador Distrito Federal 6,Coordinador Municipal Cajeme (Zona Periferia),1,2,8,79,790
519,Cajeme,2971,3208,3416,3662,95,1256,356,1304,984,1023,60.6%,2217,1109,Competida (Swing),Coordinador Estatal 2,Coordinador Distrito Federal 6,Coordinador Municipal Cajeme (Zona Centro),1,3,12,111,1109
520,Cajeme,555,599,638,684,28,224,59,306,199,182,61.4%,420,211,Segura (Crecimiento Alto),Coordinador Estatal 2,Coordinador Distrito Federal 6,Coordinador Municipal Cajeme (Zona Valle),1,1,3,22,211
521,Cajeme,908,980,1044,1119,65,398,162,318,278,376,64.6%,722,362,Competida (Swing),Coordinador Estatal 2,Coordinador Distrito Federal 6,Coordinador Municipal Cajeme (Zona Periferia),1,1,4,37,362
522,Cajeme,813,878,934,1001,24,434,63,288,156,209,40.3%,402,202,Competida (Swing),Coordinador Estatal 2,Coordinador Distrito Federal 6,Coordinador Municipal Cajeme (Zona Centro),1,1,3,21,202
523,Cajeme,1674,1807,1925,2064,40,707,208,767,556,447,53.7%,1108,555,Segura (Crecimiento Alto),Coordinador Estatal 2,Coordinador Distrito Federal 6,Coordinador Municipal Cajeme (Zona Valle),1,2,6,56,555
524,Cajeme,1422,1535,1635,1753,98,690,227,717,495,471,60.9%,1066,534,Segura (Crecimiento Alto),Coordinador Estatal 2,Coordinador Distrito Federal 6,Coordinador Municipal Cajeme (Zona Periferia),1,2,6,54,534
525,Cajeme,2734,2952,3144,3371,115,1300,404,1331,725,748,48.3%,1627,814,Competida (Swing),Coordinador Estatal 2,Coordinador Distrito Federal 6,Coordinador Municipal Cajeme (Zona Centro),1,2,9,82,814
526,Cajeme,1129,1219,1298,1391,38,651,193,535,347,259,48.1%,668,335,Segura (Crecimiento Alto),Coordinador Estatal 2,Coordinador Distrito Federal 6,Coordinador Municipal Cajeme (Zona Valle),1,1,4,34,335
527,Cajeme,2276,2458,2617,2806,160,955,259,1282,908,598,59.3%,1664,833,Segura (Crecimiento Alto),Coordinador Estatal 2,Coordinador Distrito Federal 6,Coordinador Municipal Cajeme (Zona Periferia),1,2,9,84,833
