Seccion,Municipio,Nominal_2009,Nominal_2015,Nominal_2021,Proyeccion_Nominal_2027,Morena_2009,Oposicion_2009,Morena_2015,Oposicion_2015,Morena_2021,Oposicion_2021,Participacion_2021_Pct,Votos_Esperados_Totales_2027,Votos_Necesarios_50_Mas_1_2027,Clasificacion
1258,Cajeme,1297,673,841,743,79,570,61,305,237,177,50.7%,376,189,Segura (Crecimiento Alto)
1259,Hermosillo,2268,1802,1986,1883,180,1197,274,781,432,406,43.5%,818,410,Segura (Crecimiento Alto)
1260,Nogales,929,2425,1143,1761,35,493,262,999,351,343,62.6%,1101,551,Segura (Crecimiento Alto)
1261,Nogales,519,1285,3124,7664,29,261,99,423,784,706,49.2%,3768,1885,Segura (Crecimiento Alto)
1262,San Luis Rio Colorado,1722,2828,1499,1628,119,916,312,1469,494,428,63.4%,1031,516,Segura (Crecimiento Alto)
1263,Cajeme,1557,2817,2314,3043,44,698,401,804,530,532,47.3%,1438,720,Competida (Swing)
1264,Hermosillo,2331,1441,1627,1421,66,872,135,604,408,289,44.1%,627,314,Segura (Crecimiento Alto)
1265,Hermosillo,2379,2731,1193,945,160,1101,348,793,283,207,42.3%,400,201,Favorable (Estable)
1266,Guaymas,2477,2776,2415,2403,69,1120,274,1277,539,426,41.2%,989,495,Segura (Crecimiento Alto)
1267,Cajeme,2834,601,3026,7938,189,1043,78,226,595,785,47.0%,3730,1866,Competida (Swing)
1268,San Luis Rio Colorado,699,1669,609,838,55,326,153,535,137,172,52.2%,437,219,Competida (Swing)
1269,San Luis Rio Colorado,1202,2151,2979,4728,75,457,196,650,665,568,42.7%,2017,1009,Segura (Crecimiento Alto)
1270,Hermosillo,568,1118,721,942,16,242,108,482,179,227,58.0%,546,274,Competida (Swing)
1271,Navojoa,2969,1885,1228,789,128,1035,135,606,413,291,59.0%,465,233,Segura (Crecimiento Alto)
1272,Hermosillo,532,2628,2946,8927,21,227,211,1032,790,1037,63.9%,5705,2853,Competida (Swing)
1273,Guaymas,614,2962,2417,6816,37,323,419,1357,765,518,54.7%,3728,1865,Segura (Crecimiento Alto)
1274,Guaymas,1447,3178,2130,3052,32,593,367,1294,518,530,50.7%,1547,774,Competida (Swing)
1275,Cajeme,1309,3059,1700,2458,69,588,492,1286,380,312,41.9%,1030,516,Favorable (Estable)
1276,Nogales,1372,1495,1838,2131,55,646,96,493,324,417,41.5%,884,443,Competida (Swing)
1277,Navojoa,650,2955,1359,3401,19,272,569,1121,384,430,61.7%,2099,1050,Competida (Swing)
1278,Hermosillo,657,3186,1307,3437,47,324,377,1325,373,442,64.3%,2208,1105,Competida (Swing)
1279,Guaymas,1619,703,1152,1193,75,836,95,197,307,409,64.1%,764,383,Competida (Swing)
1280,Nogales,1212,1460,2802,4376,49,537,132,458,727,761,54.7%,2394,1198,Competida (Swing)
1281,Cajeme,2211,1985,2754,3146,101,773,281,786,628,624,46.8%,1473,737,Segura (Crecimiento Alto)
1282,San Luis Rio Colorado,2871,3220,3430,3750,164,1168,297,1159,929,606,46.1%,1729,865,Segura (Crecimiento Alto)
1283,Cajeme,2903,2056,2894,3061,210,1211,349,628,891,902,63.9%,1954,978,Competida (Swing)
1284,Hermosillo,1675,2511,1028,980,93,954,311,987,280,293,57.4%,562,282,Competida (Swing)
1285,Nogales,1626,1519,2792,3870,63,715,152,784,797,683,54.6%,2113,1057,Segura (Crecimiento Alto)
1286,Guaymas,2026,540,2988,8665,95,913,50,163,633,701,46.0%,3987,1994,Competida (Swing)
1287,Nogales,2934,1375,3046,4087,73,1238,156,382,744,867,54.5%,2227,1114,Competida (Swing)
1288,Navojoa,1758,2015,3052,4060,71,636,338,834,619,816,48.5%,1967,984,Competida (Swing)
1289,Nogales,1009,1387,3194,5872,60,350,103,557,1102,701,58.2%,3415,1708,Segura (Crecimiento Alto)
1290,Guaymas,1914,864,3072,6154,86,763,120,325,967,623,53.4%,3283,1642,Segura (Crecimiento Alto)
1291,San Luis Rio Colorado,1311,1787,2342,3130,53,715,303,721,686,697,60.8%,1904,953,Competida (Swing)
1292,Guaymas,1373,1776,992,918,53,497,163,676,289,325,63.7%,584,293,Competida (Swing)
1293,Nogales,2106,687,1736,2476,150,853,75,233,503,341,50.1%,1240,621,Segura (Crecimiento Alto)
1294,San Luis Rio Colorado,1134,1303,1871,2418,36,487,272,525,447,430,48.3%,1168,585,Segura (Crecimiento Alto)
1295,Cajeme,2640,2484,2686,2715,110,1101,300,1140,658,765,54.6%,1482,742,Competida (Swing)
1296,Hermosillo,2735,1892,3170,3752,130,1248,263,538,629,788,46.1%,1728,865,Competida (Swing)
1297,Guaymas,2799,1541,1452,1083,136,1406,175,582,400,440,59.6%,645,323,Competida (Swing)
1298,Hermosillo,2686,1311,2595,3201,93,1568,271,501,690,700,55.2%,1766,884,Competida (Swing)
1299,Cajeme,954,2770,1297,2186,75,468,252,977,284,324,48.3%,1055,528,Competida (Swing)
1300,Navojoa,2946,1266,1977,1968,196,1244,208,557,601,551,60.0%,1181,591,Segura (Crecimiento Alto)
1301,Navojoa,953,889,1668,2342,65,485,69,333,577,367,58.3%,1366,684,Segura (Crecimiento Alto)
1302,San Luis Rio Colorado,2694,1150,2293,2775,116,1014,127,403,550,402,42.8%,1187,594,Segura (Crecimiento Alto)
1303,Cajeme,2712,2763,2776,2808,65,1088,336,1136,598,534,42.0%,1180,591,Segura (Crecimiento Alto)
1304,Navojoa,907,1574,1437,1902,81,460,230,444,343,334,48.5%,922,462,Segura (Crecimiento Alto)
1305,Hermosillo,1433,2923,1001,1192,92,535,209,1064,344,227,58.7%,700,351,Segura (Crecimiento Alto)
1306,Cajeme,2899,1627,1008,595,92,1082,116,530,373,233,61.9%,368,185,Segura (Crecimiento Alto)
1307,San Luis Rio Colorado,2786,2609,1140,782,214,1238,251,1071,270,263,48.2%,376,189,Favorable (Estable)
1308,Navojoa,1303,919,2975,5864,73,623,133,404,724,877,55.5%,3252,1627,Competida (Swing)
1309,Cajeme,2103,1352,2922,4096,139,865,234,607,783,703,52.4%,2146,1074,Segura (Crecimiento Alto)
1310,Nogales,678,1691,1538,2617,23,297,271,745,459,376,55.9%,1463,732,Segura (Crecimiento Alto)
1311,Guaymas,2539,2320,719,439,178,1372,329,627,148,151,42.8%,188,95,Competida (Swing)
1312,Hermosillo,1919,3159,3340,4514,96,967,650,1327,899,1127,62.5%,2821,1411,Competida (Swing)
1313,Nogales,2732,2785,3103,3310,205,1459,270,1431,787,776,51.9%,1718,860,Segura (Crecimiento Alto)
1314,Cajeme,2098,1563,2448,2828,115,1172,137,672,446,592,43.7%,1236,619,Competida (Swing)
1315,Navojoa,1521,1408,2620,3650,90,702,107,531,561,491,41.4%,1510,756,Segura (Crecimiento Alto)
1316,Cajeme,2195,2175,1917,1794,142,877,165,778,406,406,43.7%,783,392,Competida (Swing)
1317,Cajeme,1622,573,1774,3059,59,626,41,186,537,413,55.2%,1688,845,Segura (Crecimiento Alto)
1318,Nogales,626,2847,775,1867,16,260,282,1391,166,158,43.1%,804,403,Favorable (Estable)
1319,Navojoa,2928,1752,1315,886,229,1594,281,811,359,240,46.9%,415,208,Segura (Crecimiento Alto)
1320,Cajeme,615,914,1187,1652,21,231,94,383,343,336,58.9%,972,487,Segura (Crecimiento Alto)
1321,Guaymas,2290,1367,971,634,73,1231,297,542,302,248,58.3%,369,185,Favorable (Estable)
1322,Guaymas,2601,1197,1551,1361,63,1160,157,408,357,486,56.0%,762,382,Competida (Swing)
1323,Navojoa,1847,2838,3012,3912,177,987,550,1024,644,834,50.6%,1978,990,Competida (Swing)
1324,Navojoa,2619,966,1135,876,99,973,95,453,298,255,50.2%,439,220,Segura (Crecimiento Alto)
1325,Navojoa,1638,2842,942,973,80,837,412,788,230,195,46.5%,452,227,Favorable (Estable)
1326,Cajeme,1630,3134,1153,1320,128,772,307,1312,305,390,62.1%,819,410,Competida (Swing)
1327,San Luis Rio Colorado,1864,1788,967,725,68,870,165,550,262,241,53.6%,388,195,Segura (Crecimiento Alto)
1328,San Luis Rio Colorado,1224,2702,1758,2512,86,481,405,1007,532,342,51.3%,1287,644,Segura (Crecimiento Alto)
1329,San Luis Rio Colorado,2383,2304,1767,1531,145,1135,205,896,543,417,56.0%,856,429,Segura (Crecimiento Alto)
1330,Hermosillo,2495,2303,1026,702,82,932,303,1106,301,238,54.1%,379,190,Favorable (Estable)
1331,Navojoa,2108,1645,2037,2056,135,1033,186,690,638,452,55.1%,1133,567,Segura (Crecimiento Alto)
1332,San Luis Rio Colorado,2531,2288,2424,2379,119,1293,226,674,681,663,57.1%,1359,680,Segura (Crecimiento Alto)
1333,San Luis Rio Colorado,2667,1728,1141,746,95,1121,202,780,353,268,56.1%,418,210,Segura (Crecimiento Alto)
1334,San Luis Rio Colorado,2428,1980,2455,2522,130,1185,381,688,498,484,41.2%,1039,520,Segura (Crecimiento Alto)
1335,Nogales,2661,1602,1759,1495,198,1421,345,621,553,406,56.2%,839,420,Segura (Crecimiento Alto)
1336,Guaymas,1362,2287,2149,2813,65,469,225,865,665,529,57.2%,1610,806,Segura (Crecimiento Alto)
1337,Guaymas,2304,2755,578,406,152,1158,372,1144,157,124,50.0%,203,102,Favorable (Estable)
1338,Guaymas,593,1553,3228,7581,50,278,309,587,895,670,50.0%,3788,1895,Segura (Crecimiento Alto)
1339,Cajeme,2471,2091,2320,2268,171,1096,298,701,445,627,47.6%,1080,541,Competida (Swing)
1340,Guaymas,2061,2513,1087,897,126,793,221,968,266,366,59.9%,537,269,Competida (Swing)
1341,Hermosillo,2762,2965,1200,886,115,1199,540,1197,262,363,53.7%,475,238,Competida (Swing)
1342,San Luis Rio Colorado,795,2484,1572,2953,27,446,197,1069,445,395,55.0%,1624,813,Segura (Crecimiento Alto)
1343,San Luis Rio Colorado,2293,716,2508,4784,69,1174,74,313,667,503,48.1%,2300,1151,Segura (Crecimiento Alto)
1344,Cajeme,2529,1765,2751,3103,204,1212,178,761,634,535,43.8%,1359,680,Segura (Crecimiento Alto)
1345,Hermosillo,2014,1839,1825,1738,137,925,199,535,526,555,61.0%,1060,531,Competida (Swing)
1346,Guaymas,2739,1135,1779,1762,145,1565,104,562,538,543,62.6%,1103,552,Competida (Swing)
1347,Hermosillo,1790,1670,3284,4760,83,618,211,640,709,715,44.7%,2127,1064,Competida (Swing)
1348,San Luis Rio Colorado,2231,1338,3171,4708,107,1121,193,593,1094,876,64.0%,3013,1507,Segura (Crecimiento Alto)
1349,Nogales,863,2351,2853,5617,62,369,289,1088,679,558,44.7%,2510,1256,Segura (Crecimiento Alto)
1350,Cajeme,535,942,2679,6167,15,244,80,301,715,715,55.0%,3393,1697,Competida (Swing)
1351,Navojoa,915,1321,1407,1764,82,479,241,429,440,429,63.6%,1122,562,Segura (Crecimiento Alto)
1352,Navojoa,1637,1453,752,528,102,748,177,419,175,172,47.5%,250,126,Favorable (Estable)
1353,Navojoa,2547,3214,2615,2713,176,1004,573,1395,797,529,52.2%,1417,709,Segura (Crecimiento Alto)
1354,San Luis Rio Colorado,2370,3132,1689,1571,106,1260,323,1162,487,467,58.2%,914,458,Segura (Crecimiento Alto)
1355,Cajeme,2272,1528,1063,727,88,963,208,428,226,270,48.1%,349,175,Competida (Swing)
1356,Cajeme,2461,1877,2319,2316,159,904,162,588,666,483,51.1%,1182,592,Segura (Crecimiento Alto)
1357,Cajeme,562,2856,1553,4368,31,227,560,1093,317,287,40.1%,1749,875,Favorable (Estable)
1358,Hermosillo,986,2462,578,789,74,464,198,919,163,194,63.7%,502,252,Competida (Swing)
1359,Nogales,2622,2910,2015,1815,93,1055,268,1307,526,474,51.1%,927,464,Segura (Crecimiento Alto)
1360,Nogales,1505,1425,1337,1260,107,611,208,549,363,280,49.5%,623,312,Segura (Crecimiento Alto)
1361,Cajeme,2709,2441,2580,2525,160,1301,350,678,835,633,58.6%,1480,741,Segura (Crecimiento Alto)
1362,Guaymas,1816,1121,1672,1762,110,941,106,331,446,286,45.1%,794,398,Segura (Crecimiento Alto)
1363,Cajeme,1807,2722,1578,1645,75,827,404,796,426,403,54.1%,890,446,Favorable (Estable)
1364,Nogales,2842,2674,1887,1553,99,1504,390,870,404,506,49.7%,771,386,Competida (Swing)
1365,Nogales,2479,1210,1422,1182,182,1219,163,516,309,361,48.5%,573,287,Competida (Swing)
1366,Guaymas,1171,1786,2616,3910,65,526,337,603,786,555,52.8%,2065,1033,Segura (Crecimiento Alto)
1367,Hermosillo,2960,1767,1831,1495,108,1206,275,532,475,623,61.8%,923,462,Competida (Swing)
1368,Cajeme,1634,783,3306,7771,107,687,173,313,870,1127,62.3%,4837,2419,Competida (Swing)
1369,Navojoa,2340,3220,1953,1935,161,1239,288,1498,530,542,56.6%,1094,548,Competida (Swing)
1370,Navojoa,1252,748,3279,8166,72,433,148,268,721,593,41.3%,3371,1686,Segura (Crecimiento Alto)
1371,Cajeme,2105,1985,1631,1439,124,974,186,699,551,453,63.5%,913,457,Segura (Crecimiento Alto)
1372,Nogales,2954,1385,2390,2622,84,1339,123,476,522,583,47.7%,1249,625,Competida (Swing)
1373,Navojoa,1335,1623,2819,4161,67,709,142,595,516,721,45.2%,1881,941,Competida (Swing)
1374,Navojoa,1207,1756,2800,4269,41,607,218,537,568,529,40.4%,1722,862,Segura (Crecimiento Alto)
1375,Cajeme,835,900,2597,5146,26,329,93,470,748,757,59.7%,3073,1537,Competida (Swing)
1376,Cajeme,2242,1870,1745,1541,62,1038,248,708,377,473,50.2%,773,387,Competida (Swing)
1377,Nogales,2689,2048,2619,2671,130,1553,399,827,831,795,64.0%,1709,855,Segura (Crecimiento Alto)
1378,Guaymas,994,2081,2947,5171,40,477,353,798,723,725,50.6%,2617,1309,Competida (Swing)
1379,Navojoa,1474,2678,2132,2785,89,725,229,1043,540,770,63.3%,1763,882,Competida (Swing)
1380,Guaymas,732,700,2973,7734,45,294,95,315,957,886,63.9%,4942,2472,Segura (Crecimiento Alto)
1381,Navojoa,1521,1331,1494,1492,78,641,177,411,465,450,63.1%,941,471,Segura (Crecimiento Alto)
1382,San Luis Rio Colorado,2592,2747,1363,1060,172,1219,358,1140,435,418,64.5%,683,342,Segura (Crecimiento Alto)
1383,Hermosillo,1226,2382,772,875,106,632,404,1013,199,149,46.4%,405,203,Favorable (Estable)
1384,Navojoa,1931,1136,2585,3701,122,1006,150,359,557,783,53.4%,1977,989,Competida (Swing)
1385,Cajeme,992,1431,650,616,60,501,144,457,133,132,42.0%,258,130,Favorable (Estable)
1386,Guaymas,2608,1246,1454,1195,97,1234,213,525,431,354,55.6%,664,333,Segura (Crecimiento Alto)
1387,Hermosillo,1433,2831,846,962,100,654,533,1024,229,216,54.1%,520,261,Favorable (Estable)
1388,San Luis Rio Colorado,1575,1537,2096,2451,67,729,312,643,506,332,41.2%,1009,505,Segura (Crecimiento Alto)
1389,Guaymas,2455,1956,2887,3280,170,1177,290,886,647,590,44.2%,1448,725,Segura (Crecimiento Alto)
1390,San Luis Rio Colorado,1741,1152,3436,6260,95,845,245,480,806,1059,55.9%,3501,1751,Competida (Swing)
1391,Navojoa,2540,1240,1072,725,134,1150,134,357,260,321,55.8%,404,203,Competida (Swing)
1392,Guaymas,2807,2878,2219,1993,200,1250,293,1440,774,599,63.8%,1270,636,Segura (Crecimiento Alto)
1393,Nogales,1971,743,2196,3659,111,855,95,337,498,396,41.9%,1534,768,Segura (Crecimiento Alto)
1394,Nogales,2131,1844,2843,3421,116,1137,223,620,901,664,56.7%,1940,971,Segura (Crecimiento Alto)
1395,Nogales,677,1553,2919,6091,46,309,248,693,787,680,51.8%,3155,1578,Segura (Crecimiento Alto)
1396,Cajeme,1631,684,3218,8244,118,895,97,300,941,687,52.1%,4298,2150,Segura (Crecimiento Alto)
1397,Nogales,972,2075,618,751,60,528,328,702,121,138,43.0%,323,162,Competida (Swing)
1398,Nogales,2931,2006,696,358,90,1281,384,789,266,169,64.4%,230,116,Favorable (Estable)
1399,Guaymas,1823,2461,3276,4391,105,728,433,808,1143,776,60.4%,2651,1326,Segura (Crecimiento Alto)
1400,Guaymas,1241,2907,1849,2753,85,501,438,1247,461,353,45.4%,1249,625,Favorable (Estable)
1401,Guaymas,1311,2033,1907,2373,60,726,333,615,509,574,58.5%,1388,695,Competida (Swing)
1402,Hermosillo,709,1254,1900,3119,38,318,81,445,517,360,47.6%,1483,742,Segura (Crecimiento Alto)
1403,Navojoa,926,756,1328,1708,50,365,90,260,353,294,50.2%,856,429,Segura (Crecimiento Alto)
1404,Guaymas,933,2036,2027,3220,39,477,190,700,424,565,50.3%,1618,810,Competida (Swing)
1405,Hermosillo,688,2899,2662,6830,16,276,453,829,702,714,54.8%,3743,1872,Competida (Swing)
1406,Cajeme,2624,2210,1101,737,181,1466,265,969,319,266,54.8%,403,202,Segura (Crecimiento Alto)
1407,Navojoa,2218,1937,3372,4407,138,1123,193,1023,802,669,45.0%,1981,991,Segura (Crecimiento Alto)
1408,Nogales,2651,1852,1578,1223,86,1172,355,639,405,251,42.8%,523,262,Segura (Crecimiento Alto)
1409,Guaymas,991,2617,2728,5023,80,458,356,1044,715,556,48.0%,2412,1207,Segura (Crecimiento Alto)
1410,Hermosillo,2174,2479,1016,787,193,1135,171,813,248,238,49.3%,388,195,Segura (Crecimiento Alto)
1411,San Luis Rio Colorado,770,2586,3354,7807,65,375,505,945,615,698,40.3%,3149,1575,Competida (Swing)
1412,Guaymas,1417,1148,1813,2166,73,502,251,469,420,320,42.0%,910,456,Segura (Crecimiento Alto)
1413,Cajeme,2942,2363,1851,1468,93,1427,379,994,472,392,48.1%,705,353,Segura (Crecimiento Alto)
1414,Hermosillo,1898,2598,1135,1024,118,673,369,989,279,322,54.5%,558,280,Competida (Swing)
1415,Nogales,2614,1186,2923,4265,181,1100,203,513,614,607,43.0%,1835,918,Segura (Crecimiento Alto)
1416,San Luis Rio Colorado,2818,927,3410,6832,110,1596,116,287,753,851,48.5%,3311,1656,Competida (Swing)
1417,Cajeme,2454,2798,2170,2078,148,995,412,1238,606,471,51.2%,1062,532,Segura (Crecimiento Alto)
1418,Navojoa,2015,1164,2193,2699,121,1055,123,368,735,526,59.3%,1599,800,Segura (Crecimiento Alto)
1419,Navojoa,1035,1787,1279,1561,34,375,290,786,274,275,44.2%,689,345,Competida (Swing)
1420,Hermosillo,651,2656,1106,2486,37,367,430,1076,333,304,59.3%,1474,738,Favorable (Estable)
1421,Cajeme,1713,3083,1821,2176,94,847,311,1318,319,428,42.3%,920,461,Competida (Swing)
1422,Navojoa,1045,2513,2480,4205,37,498,312,722,633,592,50.9%,2139,1070,Segura (Crecimiento Alto)
1423,San Luis Rio Colorado,2544,1847,1741,1452,77,1240,222,640,445,372,48.4%,702,352,Segura (Crecimiento Alto)
1424,Guaymas,1232,2036,2436,3470,89,551,358,669,462,559,43.2%,1498,750,Competida (Swing)
1425,San Luis Rio Colorado,1592,2921,2933,4163,98,835,539,1027,649,553,42.2%,1758,880,Segura (Crecimiento Alto)
1426,San Luis Rio Colorado,1914,1447,1515,1365,173,1016,134,610,395,461,58.2%,794,398,Competida (Swing)
1427,Cajeme,2578,1799,2271,2225,160,954,173,906,698,433,51.3%,1141,571,Segura (Crecimiento Alto)
1428,Guaymas,2494,2205,1528,1204,84,1008,290,664,378,389,51.7%,622,312,Competida (Swing)
1429,Cajeme,2595,1650,1977,1812,111,928,272,689,583,507,56.8%,1029,515,Segura (Crecimiento Alto)
1430,Guaymas,1209,2320,3081,5001,96,563,192,714,717,739,48.7%,2436,1219,Competida (Swing)
1431,Hermosillo,2429,569,2110,4159,108,1253,111,236,395,454,41.5%,1724,863,Competida (Swing)
1432,Guaymas,2670,1030,2311,3038,189,1436,169,371,781,546,59.2%,1798,900,Segura (Crecimiento Alto)
1433,Nogales,1633,2630,3446,5032,41,702,416,963,895,630,45.6%,2295,1148,Segura (Crecimiento Alto)
1434,Nogales,945,3130,2179,4367,67,501,208,1040,748,591,63.3%,2765,1383,Segura (Crecimiento Alto)
1435,Guaymas,2127,1115,3313,5790,117,918,148,341,854,949,56.1%,3247,1624,Competida (Swing)
1436,Nogales,2379,3205,3073,3543,186,1137,364,1435,906,615,51.0%,1807,904,Segura (Crecimiento Alto)
1437,Nogales,2066,2063,1101,843,78,836,317,708,418,272,64.6%,544,273,Segura (Crecimiento Alto)
1438,San Luis Rio Colorado,2962,937,2863,4826,89,1470,79,395,745,1007,63.1%,3044,1523,Competida (Swing)
1439,San Luis Rio Colorado,2130,646,707,494,112,1037,88,199,196,224,61.1%,301,151,Competida (Swing)
1440,Cajeme,1356,2556,2358,3310,66,634,475,877,613,546,50.6%,1676,839,Segura (Crecimiento Alto)
1441,Guaymas,2772,3122,1443,1146,85,1567,441,1114,472,344,58.3%,667,334,Favorable (Estable)
1442,Hermosillo,2864,3123,1173,859,131,1230,509,1219,341,310,57.2%,491,246,Favorable (Estable)
1443,Cajeme,937,1981,880,1125,31,524,329,651,219,169,45.5%,511,256,Favorable (Estable)
1444,Guaymas,2031,1555,2626,3222,120,1091,225,523,876,579,57.1%,1840,921,Segura (Crecimiento Alto)
1445,Guaymas,1719,3186,1956,2413,68,806,363,1514,392,371,40.2%,969,485,Favorable (Estable)
1446,Nogales,1348,842,1767,2405,58,499,138,252,386,431,47.7%,1146,574,Competida (Swing)
1447,Navojoa,2957,1734,2700,2893,127,1446,333,603,578,778,51.7%,1496,749,Competida (Swing)
1448,San Luis Rio Colorado,973,1373,1174,1330,38,413,258,578,261,207,41.1%,546,274,Favorable (Estable)
1449,Navojoa,608,3017,3269,9881,26,220,322,879,778,935,54.0%,5334,2668,Competida (Swing)
1450,Nogales,2940,940,1127,855,225,1619,148,393,239,247,44.5%,380,191,Competida (Swing)
1451,Cajeme,2484,2097,997,657,86,1234,303,676,282,333,63.5%,417,209,Competida (Swing)
1452,San Luis Rio Colorado,1200,2730,1077,1437,33,539,418,1125,316,216,50.9%,731,366,Favorable (Estable)
1453,Hermosillo,1106,2685,867,1192,43,388,481,968,196,170,43.5%,518,260,Favorable (Estable)
1454,Cajeme,840,2419,1849,3368,36,363,380,686,473,628,61.4%,2067,1034,Competida (Swing)
1455,Cajeme,1401,2347,2073,2651,85,594,228,833,467,649,55.5%,1470,736,Competida (Swing)
1456,Hermosillo,1180,3117,1953,3191,50,641,431,918,720,455,62.0%,1978,990,Segura (Crecimiento Alto)
1457,Cajeme,1365,887,2911,5722,117,682,78,334,660,919,55.9%,3198,1600,Competida (Swing)
1458,Cajeme,1202,2137,2888,4518,60,414,195,1062,743,912,59.1%,2668,1335,Competida (Swing)
1459,Guaymas,2143,2397,2961,3484,65,1094,297,813,944,836,62.0%,2159,1080,Segura (Crecimiento Alto)
1460,Navojoa,1313,549,944,1008,60,468,105,193,233,185,45.6%,459,230,Segura (Crecimiento Alto)
1461,Cajeme,2017,2380,724,537,143,1114,275,1184,179,216,56.2%,301,151,Competida (Swing)
1462,San Luis Rio Colorado,2272,1218,1095,785,61,1069,156,497,385,263,61.0%,478,240,Segura (Crecimiento Alto)
1463,Nogales,527,2461,2180,6055,14,237,296,1031,763,595,64.2%,3888,1945,Segura (Crecimiento Alto)
1464,Hermosillo,1853,2518,747,618,129,1034,562,1009,246,168,57.0%,352,177,Favorable (Estable)
1465,Hermosillo,2434,2666,1296,1024,125,1331,351,1174,405,283,54.7%,560,281,Segura (Crecimiento Alto)
1466,Guaymas,2499,1042,741,417,189,1161,102,540,190,268,63.7%,265,133,Competida (Swing)
1467,Guaymas,2010,788,3303,7569,82,834,85,342,878,916,56.0%,4237,2119,Competida (Swing)
1468,Nogales,2637,2175,1007,648,150,1105,277,626,288,184,48.3%,312,157,Favorable (Estable)
1469,Guaymas,1443,1751,3367,5280,40,654,267,765,794,678,45.1%,2378,1190,Segura (Crecimiento Alto)
1470,Nogales,2783,2584,711,427,94,1184,305,1058,142,152,42.6%,181,91,Competida (Swing)
1471,Cajeme,1028,1983,1905,2752,52,368,165,691,567,427,53.8%,1479,740,Segura (Crecimiento Alto)
1472,Cajeme,2315,2222,839,561,137,1266,300,952,200,213,50.7%,284,143,Competida (Swing)
1473,Guaymas,2346,609,732,534,143,841,71,270,189,197,54.2%,289,145,Competida (Swing)
1474,Cajeme,540,1978,3163,8321,32,230,146,632,848,775,52.9%,4401,2201,Segura (Crecimiento Alto)
1475,Cajeme,1937,585,1478,2090,74,843,64,220,496,324,57.2%,1194,598,Segura (Crecimiento Alto)
1476,Nogales,2146,882,2112,2962,127,1021,127,281,499,610,54.1%,1603,802,Competida (Swing)
1477,Guaymas,1886,669,1744,2582,79,1022,84,201,434,370,47.5%,1225,613,Segura (Crecimiento Alto)
1478,Cajeme,2894,1580,2431,2533,144,1567,147,659,556,398,40.4%,1024,513,Segura (Crecimiento Alto)
1479,Hermosillo,1658,2286,2597,3265,38,654,236,713,490,536,40.7%,1328,665,Competida (Swing)
1480,Guaymas,2161,2693,2480,2687,137,793,505,1087,631,564,49.6%,1333,667,Segura (Crecimiento Alto)
1481,Nogales,1603,974,2143,3008,105,607,202,368,729,577,62.8%,1889,945,Segura (Crecimiento Alto)
1482,San Luis Rio Colorado,1103,1423,2103,2910,30,514,118,598,729,477,59.1%,1719,860,Segura (Crecimiento Alto)
1483,San Luis Rio Colorado,1576,1969,1097,990,97,884,207,827,258,363,58.3%,577,289,Competida (Swing)
1484,Hermosillo,2003,1974,650,427,164,1054,264,670,182,162,54.5%,232,117,Favorable (Estable)
1485,Nogales,1022,2358,2041,3237,85,527,333,1100,403,505,45.9%,1484,743,Competida (Swing)
1486,Hermosillo,570,1057,1811,3230,20,209,160,355,323,415,42.0%,1355,678,Competida (Swing)
1487,San Luis Rio Colorado,2600,685,1651,2207,89,1013,65,333,452,305,47.2%,1042,522,Segura (Crecimiento Alto)
1488,Guaymas,1768,2532,2041,2284,88,1004,258,758,534,351,44.7%,1020,511,Segura (Crecimiento Alto)
1489,Cajeme,1673,1858,854,670,69,633,315,836,170,176,41.7%,279,140,Competida (Swing)
1490,Hermosillo,1095,2476,2418,3914,35,453,378,691,739,687,60.8%,2379,1190,Segura (Crecimiento Alto)
1491,Cajeme,1949,1230,1291,1084,113,858,253,482,278,322,47.9%,518,260,Competida (Swing)
1492,Navojoa,1336,883,1918,2716,37,527,92,266,549,486,55.6%,1510,756,Segura (Crecimiento Alto)
1493,San Luis Rio Colorado,1311,1480,957,849,76,696,120,636,353,226,62.3%,528,265,Segura (Crecimiento Alto)
1494,Guaymas,2634,2371,1547,1200,168,1233,277,925,418,380,53.1%,637,319,Segura (Crecimiento Alto)
1495,Hermosillo,2563,991,578,280,98,913,206,418,134,107,42.9%,120,61,Favorable (Estable)
1496,Guaymas,2731,2970,694,458,235,1382,614,1206,212,141,52.3%,239,120,Favorable (Estable)
1497,Navojoa,1516,1378,2221,2799,59,550,222,516,590,716,60.6%,1696,849,Competida (Swing)
1498,San Luis Rio Colorado,1311,1169,3046,5326,51,653,137,457,676,541,41.2%,2192,1097,Segura (Crecimiento Alto)
1499,Navojoa,690,1749,1974,3615,54,317,205,746,606,412,53.1%,1921,961,Segura (Crecimiento Alto)
